CLIENTNUM;Customer_Age;Gender;Marital_Status;Education_Level;Income_Category;Card_Category;Credit_Limit;Total_Revolving_Bal;Avg_Utilization_Ratio
4325;32;F;Unknown;Married;Less than $40K;Blue;1438.3;1056;0.734
4326;59;F;Unknown;Married;Less than $40K;Blue;2308;2094;0.907
4327;51;F;Post-Graduate;Married;Less than $40K;Blue;1438.3;0;0
4328;48;F;Uneducated;Married;Less than $40K;Blue;2964;2517;0.849
4329;47;F;College;Married;Less than $40K;Blue;1781;0;0
4330;40;F;Uneducated;Married;Less than $40K;Blue;3680;0;0
4331;48;F;Unknown;Married;Less than $40K;Blue;2740;2425;0.885
4332;42;F;Graduate;Married;Less than $40K;Blue;4311;822;0.191
4333;47;F;Graduate;Married;Less than $40K;Blue;2190;0;0
4334;48;F;Graduate;Married;Less than $40K;Blue;2315;1565;0.676
4335;56;F;High School;Married;Less than $40K;Blue;4008;1650;0.412
4336;43;F;Graduate;Married;Less than $40K;Blue;3143;2517;0.801
4337;46;F;Graduate;Married;Less than $40K;Blue;8318;2517;0.303
4338;46;F;Unknown;Married;Less than $40K;Blue;1438.3;0;0
4339;47;F;Unknown;Married;Less than $40K;Blue;2793;1517;0.543
4340;53;F;Graduate;Married;Less than $40K;Blue;2927;2517;0.86
4341;35;F;High School;Married;Less than $40K;Blue;1438.3;977;0.679
4342;41;F;High School;Married;Less than $40K;Blue;4953;991;0.2
4343;60;F;High School;Married;Less than $40K;Blue;1438.3;0;0
4344;54;F;High School;Married;Less than $40K;Blue;1804;1298;0.72
4345;60;F;Unknown;Married;Less than $40K;Blue;2343;2066;0.882
4346;49;F;Uneducated;Married;Less than $40K;Blue;3949;1463;0.37
4347;50;F;Doctorate;Married;Less than $40K;Blue;2372;1148;0.484
4348;43;F;Graduate;Married;Less than $40K;Blue;2570;2107;0.82
4349;42;M;Uneducated;Married;Less than $40K;Blue;2411;1797;0.745
4350;56;F;High School;Married;Less than $40K;Blue;1978;0;0
4351;54;F;High School;Married;Less than $40K;Blue;1438.3;1108;0.77
4352;59;F;Unknown;Married;Less than $40K;Blue;2448;1969;0.804
4353;48;F;High School;Married;Less than $40K;Blue;1438.3;0;0
4354;41;F;High School;Married;Less than $40K;Blue;2811;2404;0.855
4355;50;F;High School;Married;Less than $40K;Blue;2965;1819;0.613
4356;48;F;High School;Married;Less than $40K;Blue;1438.3;455;0.316
4357;42;F;Unknown;Married;Less than $40K;Blue;4710;1604;0.341
4358;45;F;High School;Married;Less than $40K;Blue;2225;0;0
4359;60;F;High School;Married;Less than $40K;Blue;3466;973;0.281
4360;38;F;Graduate;Married;Less than $40K;Blue;1686;1206;0.715
4361;54;F;College;Married;Less than $40K;Blue;2573;1760;0.684
4362;44;F;Unknown;Married;Less than $40K;Blue;1855;0;0
4363;46;F;Graduate;Married;Less than $40K;Blue;2302;1593;0.692
4364;42;F;Unknown;Married;Less than $40K;Blue;2552;2220;0.87
4365;41;F;Unknown;Married;Less than $40K;Blue;2679;2214;0.826
4366;46;F;Unknown;Married;Less than $40K;Blue;3331;1307;0.392
4367;57;F;Post-Graduate;Married;Less than $40K;Blue;2712;1445;0.533
4368;44;F;Uneducated;Married;Less than $40K;Blue;2296;0;0
4369;43;F;Post-Graduate;Married;Less than $40K;Blue;2435;1595;0.655
4370;34;F;High School;Married;Less than $40K;Blue;1798;833;0.463
4371;53;F;Unknown;Married;Less than $40K;Blue;2734;2085;0.763
4372;27;F;Graduate;Married;Less than $40K;Blue;1674;752;0.449
4373;49;F;Graduate;Married;Less than $40K;Blue;6184;0;0
4374;36;M;Unknown;Married;Less than $40K;Blue;3453;2517;0.729
4375;44;F;Graduate;Married;Less than $40K;Blue;3889;2517;0.647
4376;49;F;High School;Married;Less than $40K;Blue;1763;0;0
4377;58;F;High School;Married;Less than $40K;Blue;1944;0;0
4378;41;F;Graduate;Married;Less than $40K;Blue;3159;0;0
4379;49;F;Uneducated;Married;Less than $40K;Blue;6049;796;0.132
4380;49;M;Unknown;Married;Less than $40K;Blue;1438.3;0;0
4381;42;F;High School;Married;Less than $40K;Blue;1514;745;0.492
4382;52;F;Uneducated;Married;Less than $40K;Blue;3103;2517;0.811
4383;50;F;Graduate;Married;Less than $40K;Blue;2602;1612;0.62
4384;50;F;Graduate;Married;Less than $40K;Blue;1438.3;0;0
4385;56;F;Graduate;Married;Less than $40K;Blue;1584;1311;0.828
4386;41;F;Uneducated;Married;Less than $40K;Blue;1755;0;0
4387;49;F;Graduate;Married;Less than $40K;Blue;1438.3;666;0.463
4388;44;F;Uneducated;Married;Less than $40K;Blue;1684;0;0
4389;52;F;Graduate;Married;Less than $40K;Blue;2261;1127;0.498
4390;47;F;High School;Married;Less than $40K;Blue;2822;0;0
4391;53;F;High School;Married;Less than $40K;Blue;2036;1716;0.843
4392;58;F;Uneducated;Married;Less than $40K;Blue;2220;1240;0.559
4393;39;F;Graduate;Married;Less than $40K;Blue;1438.3;859;0.597
4394;56;F;Graduate;Married;Less than $40K;Blue;1438.3;0;0
4395;51;F;Unknown;Married;Less than $40K;Blue;1515;996;0.657
4396;41;F;Uneducated;Married;Less than $40K;Blue;1438.3;1055;0.734
4397;52;F;Graduate;Married;Less than $40K;Blue;2814;2162;0.768
4398;41;F;Post-Graduate;Married;Less than $40K;Blue;1495;0;0
4399;50;F;Unknown;Married;Less than $40K;Blue;1438.3;910;0.633
4400;41;F;Graduate;Married;Less than $40K;Blue;3203;2366;0.739
4401;44;F;Graduate;Married;Less than $40K;Blue;2420;1223;0.505
4402;49;F;Unknown;Married;Less than $40K;Blue;3208;0;0
4403;43;F;Graduate;Married;Less than $40K;Blue;2624;1117;0.426
4404;50;F;High School;Married;Less than $40K;Blue;3546;0;0
4405;45;F;Unknown;Married;Less than $40K;Blue;1438.3;1201;0.835
4406;42;F;College;Married;Less than $40K;Blue;2238;1693;0.756
4407;41;F;College;Married;Less than $40K;Blue;1438.3;0;0
4408;40;F;High School;Married;Less than $40K;Blue;1762;1224;0.695
4409;59;F;Graduate;Married;Less than $40K;Blue;3054;2517;0.824
4410;52;F;High School;Married;Less than $40K;Blue;4223;2235;0.529
4411;36;F;Graduate;Married;Less than $40K;Blue;1666;813;0.488
4412;40;F;Graduate;Married;Less than $40K;Blue;1438.3;689;0.479
4413;43;F;Uneducated;Married;Less than $40K;Blue;1897;0;0
4414;40;F;Graduate;Married;Less than $40K;Blue;1577;1286;0.815
4415;56;F;Graduate;Married;Less than $40K;Blue;2796;0;0
4416;42;F;Graduate;Married;Less than $40K;Blue;2797;1943;0.695
4417;49;F;Uneducated;Married;Less than $40K;Blue;2505;0;0
4418;40;F;College;Married;Less than $40K;Blue;2972;0;0
4419;36;F;Uneducated;Married;Less than $40K;Blue;2754;1798;0.653
4420;51;F;Uneducated;Married;Less than $40K;Blue;1612;831;0.516
4421;27;F;Post-Graduate;Married;Less than $40K;Blue;1438.3;990;0.688
4422;47;F;Uneducated;Married;Less than $40K;Blue;1438.3;0;0
4423;38;F;High School;Married;Less than $40K;Blue;1438.3;0;0
4424;51;F;High School;Married;Less than $40K;Blue;1857;1033;0.556
4425;54;F;Unknown;Married;Less than $40K;Blue;2708;1616;0.597
4426;50;F;Graduate;Married;Less than $40K;Blue;1438.3;0;0
4427;34;F;Graduate;Married;Less than $40K;Blue;3116;0;0
4428;48;F;College;Married;Less than $40K;Blue;1438.3;0;0
4429;47;F;Uneducated;Married;Less than $40K;Blue;1819;1235;0.679
4430;42;F;Unknown;Married;Less than $40K;Blue;2281;1548;0.679
4431;58;F;Unknown;Married;Less than $40K;Blue;3035;1779;0.586
4432;38;F;Graduate;Married;Less than $40K;Blue;3222;0;0
4433;41;F;High School;Married;Less than $40K;Blue;3280;2327;0.709
4434;33;F;Graduate;Married;Less than $40K;Blue;1438.3;611;0.425
4435;48;F;Unknown;Married;Less than $40K;Blue;2835;1860;0.656
4436;56;F;Graduate;Married;Less than $40K;Blue;2030;1262;0.622
4437;46;F;High School;Married;Less than $40K;Blue;1438.3;0;0
4438;52;F;Uneducated;Married;Less than $40K;Blue;2001;960;0.48
4439;46;M;Graduate;Married;Less than $40K;Blue;4752;1400;0.295
4440;43;F;Uneducated;Married;Less than $40K;Blue;2667;1590;0.596
4441;54;F;College;Married;Less than $40K;Blue;2473;1745;0.706
4442;39;F;Doctorate;Married;Less than $40K;Blue;2001;1430;0.715
4443;45;F;Uneducated;Married;Less than $40K;Blue;2918;1597;0.547
4444;50;F;Graduate;Married;Less than $40K;Blue;1770;1706;0.964
4445;44;F;Graduate;Married;Less than $40K;Blue;1621;0;0
4446;50;F;Uneducated;Married;Less than $40K;Blue;2178;1731;0.795
4447;36;F;Graduate;Married;Less than $40K;Blue;1438.3;0;0
4448;36;F;College;Married;Less than $40K;Blue;2466;1750;0.71
4449;40;F;Unknown;Married;Less than $40K;Blue;1811;821;0.453
4450;46;F;High School;Married;Less than $40K;Blue;5387;1133;0.21
4451;38;F;High School;Married;Less than $40K;Blue;1438.3;0;0
4452;49;F;High School;Married;Less than $40K;Blue;1438.3;726;0.505
4453;56;F;Post-Graduate;Married;Less than $40K;Blue;2802;2256;0.805
4454;55;F;Uneducated;Married;Less than $40K;Blue;2258;2000;0.886
4455;41;F;Unknown;Married;Less than $40K;Blue;1654;0;0
4456;36;F;High School;Married;Less than $40K;Blue;1967;0;0
4457;46;F;College;Married;Less than $40K;Blue;1438.3;0;0
4458;51;M;High School;Married;Less than $40K;Blue;1438.3;0;0
4459;44;F;College;Married;Less than $40K;Blue;7499;1083;0.144
4460;51;F;High School;Married;Less than $40K;Blue;3007;2517;0.837
4461;47;F;Uneducated;Married;Less than $40K;Blue;2990;890;0.298
4462;31;F;Graduate;Married;Less than $40K;Blue;1438.3;0;0
4463;42;F;Graduate;Married;Less than $40K;Blue;2363;1495;0.633
4464;54;F;Post-Graduate;Married;Less than $40K;Blue;2802;2219;0.792
4465;42;F;High School;Married;Less than $40K;Blue;1640;888;0.541
4466;48;F;Uneducated;Married;Less than $40K;Blue;4960;0;0
4467;50;F;Uneducated;Married;Less than $40K;Blue;3386;2517;0.743
4468;48;F;High School;Married;Less than $40K;Blue;2090;793;0.379
4469;37;F;Doctorate;Married;Less than $40K;Blue;1438.3;0;0
4470;45;F;College;Married;Less than $40K;Blue;3349;2517;0.752
4471;54;F;Graduate;Married;Less than $40K;Blue;3173;2517;0.793
4472;37;F;Graduate;Married;Less than $40K;Blue;1438.3;0;0
4473;49;F;Unknown;Married;Less than $40K;Blue;2652;1581;0.596
4474;52;F;Post-Graduate;Married;Less than $40K;Blue;1594;0;0
4475;58;F;High School;Married;Less than $40K;Blue;2241;1670;0.745
4476;49;F;Unknown;Married;Less than $40K;Blue;2910;0;0
4477;50;F;Uneducated;Married;Less than $40K;Blue;1438.3;0;0
4478;52;F;Graduate;Married;Less than $40K;Blue;2566;1079;0.42
4479;52;F;Unknown;Married;Less than $40K;Blue;2451;1733;0.707
4480;46;F;Graduate;Married;Less than $40K;Blue;1438.3;0;0
4481;38;F;Graduate;Married;Less than $40K;Blue;1757;1352;0.769
4482;49;F;Graduate;Married;Less than $40K;Blue;1604;1112;0.693
4483;45;F;Graduate;Married;Less than $40K;Blue;2493;1655;0.664
4484;46;F;College;Married;Less than $40K;Blue;1723;1010;0.586
4485;49;F;Post-Graduate;Married;Less than $40K;Blue;1644;0;0
4486;48;F;College;Married;Less than $40K;Blue;1745;0;0
4487;37;F;Graduate;Married;Less than $40K;Blue;1438.3;0;0
4488;37;F;Post-Graduate;Married;Less than $40K;Blue;1586;0;0
4489;48;F;Graduate;Married;Less than $40K;Blue;2109;1205;0.571
4490;35;M;College;Married;Less than $40K;Blue;2311;1222;0.529
4491;42;F;Uneducated;Married;Less than $40K;Blue;3214;0;0
4492;43;F;Uneducated;Married;Less than $40K;Blue;3006;879;0.292
4493;60;F;Unknown;Married;Less than $40K;Blue;2882;2081;0.722
4494;52;M;Unknown;Married;Less than $40K;Blue;2846;1606;0.564
4495;51;F;Doctorate;Married;Less than $40K;Blue;2066;1077;0.521
4496;56;F;Unknown;Married;Less than $40K;Blue;1737;0;0
4497;52;F;Graduate;Married;Less than $40K;Blue;1438.3;0;0
4498;57;F;Graduate;Married;Less than $40K;Blue;1759;186;0.106
4499;46;M;Graduate;Married;Less than $40K;Blue;2206;1722;0.781
4500;47;F;College;Married;Less than $40K;Blue;3300;2517;0.763
4501;26;F;High School;Married;Less than $40K;Blue;5422;682;0.126
4502;46;F;Uneducated;Married;Less than $40K;Blue;2228;1449;0.65
4503;44;F;Unknown;Married;Less than $40K;Blue;2279;1837;0.806
4504;40;F;Doctorate;Married;Less than $40K;Blue;2984;2517;0.843
4505;40;F;Uneducated;Married;Less than $40K;Blue;1438.3;0;0
4506;50;F;Uneducated;Married;Less than $40K;Blue;5452;540;0.099
4507;44;F;College;Married;Less than $40K;Blue;5357;2139;0.399
4508;56;F;Unknown;Married;Less than $40K;Blue;1707;0;0
4509;49;F;High School;Married;Less than $40K;Blue;2951;2437;0.826
4510;38;F;Doctorate;Married;Less than $40K;Blue;1438.3;0;0
4511;36;F;Uneducated;Married;Less than $40K;Blue;2611;537;0.206
4512;60;F;College;Married;Less than $40K;Blue;1634;1155;0.707
4513;40;F;Uneducated;Married;Less than $40K;Blue;4788;1088;0.227
4514;34;F;College;Married;Less than $40K;Blue;2164;1176;0.543
4515;47;F;High School;Married;Less than $40K;Blue;2946;2338;0.794
4516;42;F;College;Married;Less than $40K;Blue;2043;0;0
4517;45;F;College;Married;Less than $40K;Blue;1717;1156;0.673
4518;47;F;Unknown;Married;Less than $40K;Blue;1438.3;0;0
4519;43;F;High School;Married;Less than $40K;Blue;2590;0;0
4520;59;F;Graduate;Married;Less than $40K;Blue;1708;0;0
4521;49;F;Unknown;Married;Less than $40K;Blue;2393;1667;0.697
4522;48;F;Post-Graduate;Married;Less than $40K;Blue;2640;2133;0.808
4523;57;F;Graduate;Married;Less than $40K;Blue;1438.3;740;0.514
4524;50;F;High School;Married;Less than $40K;Blue;2590;2087;0.806
4525;50;F;Graduate;Married;Less than $40K;Blue;2080;1799;0.865
4526;60;F;Graduate;Married;Less than $40K;Blue;1977;545;0.276
4527;53;F;Graduate;Married;Less than $40K;Blue;2404;1109;0.461
4528;47;F;Graduate;Married;Less than $40K;Blue;1666;0;0
4529;53;F;Uneducated;Married;Less than $40K;Blue;2596;868;0.334
4530;45;F;Graduate;Married;Less than $40K;Blue;1927;1337;0.694
4531;56;F;Unknown;Married;Less than $40K;Blue;1971;922;0.468
4532;42;F;Graduate;Married;Less than $40K;Blue;2031;1720;0.847
4533;46;F;Graduate;Married;Less than $40K;Blue;2330;1584;0.68
4534;46;F;College;Married;Less than $40K;Blue;1438.3;0;0
4535;49;F;Graduate;Married;Less than $40K;Blue;5153;1378;0.267
4536;52;F;Graduate;Married;Less than $40K;Blue;2160;0;0
4537;52;F;Graduate;Married;Less than $40K;Blue;2577;879;0.341
4538;50;F;Graduate;Married;Less than $40K;Blue;2925;2065;0.706
4539;49;F;Graduate;Married;Less than $40K;Blue;2212;0;0
4540;46;F;Graduate;Married;Less than $40K;Blue;1696;1177;0.694
4541;51;F;High School;Married;Less than $40K;Blue;2791;940;0.337
4542;48;F;College;Married;Less than $40K;Blue;1832;748;0.408
4543;37;F;High School;Married;Less than $40K;Blue;2588;1782;0.689
4544;42;F;Graduate;Married;Less than $40K;Blue;2730;1303;0.477
4545;44;F;College;Married;Less than $40K;Blue;1522;0;0
4546;45;F;Doctorate;Married;Less than $40K;Blue;1438.3;491;0.341
4547;37;F;College;Married;Less than $40K;Blue;1788;0;0
4548;34;F;Graduate;Married;Less than $40K;Blue;5021;2517;0.501
4549;53;F;Uneducated;Married;Less than $40K;Blue;1438.3;1183;0.822
4550;42;F;Graduate;Married;Less than $40K;Blue;2526;2048;0.811
4551;56;F;Graduate;Married;Less than $40K;Blue;2464;1794;0.728
4552;49;F;High School;Married;Less than $40K;Blue;2598;1848;0.711
4553;45;F;Post-Graduate;Married;Less than $40K;Blue;2911;1471;0.505
4554;49;F;Unknown;Married;Less than $40K;Blue;1438.3;863;0.6
4555;53;F;Graduate;Married;Less than $40K;Blue;1562;751;0.481
4556;49;F;Uneducated;Married;Less than $40K;Blue;2189;1860;0.85
4557;52;F;Doctorate;Married;Less than $40K;Blue;1663;0;0
4558;45;F;Uneducated;Married;Less than $40K;Blue;2740;1786;0.652
4559;46;F;High School;Married;Less than $40K;Blue;2374;1332;0.561
4560;35;F;Unknown;Married;Less than $40K;Blue;2158;1299;0.602
4561;53;F;Graduate;Married;Less than $40K;Blue;3319;913;0.275
4562;52;F;Graduate;Married;Less than $40K;Blue;3021;1530;0.506
4563;43;F;Graduate;Married;Less than $40K;Blue;2725;2517;0.924
4564;48;F;High School;Married;Less than $40K;Blue;4170;1384;0.332
4565;57;F;Graduate;Married;Less than $40K;Blue;1629;1185;0.727
4566;49;F;College;Married;Less than $40K;Blue;1438.3;786;0.546
4567;58;F;College;Married;Less than $40K;Blue;2493;1566;0.628
4568;59;F;Doctorate;Married;Less than $40K;Blue;2687;2452;0.913
4569;38;F;High School;Married;Less than $40K;Blue;4196;731;0.174
4570;48;F;Graduate;Married;Less than $40K;Blue;1930;0;0
4571;43;F;Unknown;Married;Less than $40K;Blue;1721;729;0.424
4572;42;F;College;Married;Less than $40K;Blue;1601;0;0
4573;34;F;Unknown;Married;Less than $40K;Blue;2401;496;0.207
4574;38;F;High School;Married;Less than $40K;Blue;2450;1981;0.809
4575;53;F;College;Married;Less than $40K;Blue;1473;0;0
4576;38;F;Unknown;Married;Less than $40K;Blue;5589;0;0
4577;42;F;Graduate;Married;Less than $40K;Blue;2346;1373;0.585
4578;35;F;High School;Married;Less than $40K;Blue;1476;0;0
4579;45;F;High School;Married;Less than $40K;Blue;2647;1288;0.487
4580;47;F;Graduate;Married;Less than $40K;Blue;1776;1519;0.855
4581;46;F;Post-Graduate;Married;Less than $40K;Blue;2552;1879;0.736
4582;40;F;Uneducated;Married;Less than $40K;Blue;2038;793;0.389
4583;34;F;College;Married;Less than $40K;Blue;1696;0;0
4584;48;F;Unknown;Married;Less than $40K;Blue;4204;0;0
4585;55;F;High School;Married;Less than $40K;Blue;1438.3;0;0
4586;40;F;High School;Married;Less than $40K;Blue;2813;2208;0.785
4587;45;F;Uneducated;Married;Less than $40K;Blue;2745;2463;0.897
4588;52;F;Uneducated;Married;Less than $40K;Blue;2516;1486;0.591
4589;49;F;High School;Married;Less than $40K;Blue;3038;2133;0.702
4590;57;F;Graduate;Married;Less than $40K;Blue;2448;0;0
4591;49;F;College;Married;Less than $40K;Blue;2548;1998;0.784
4592;46;F;College;Married;Less than $40K;Blue;1489;949;0.637
4593;56;F;Post-Graduate;Married;Less than $40K;Blue;3617;878;0.243
4594;43;F;Unknown;Married;Less than $40K;Blue;3327;2517;0.757
4595;59;F;Graduate;Married;Less than $40K;Blue;2120;1411;0.666
4596;45;F;Graduate;Married;Less than $40K;Blue;2867;1209;0.422
4597;48;F;Doctorate;Married;Less than $40K;Blue;5814;1176;0.202
4598;39;F;Uneducated;Married;Less than $40K;Blue;3108;778;0.25
4599;33;F;Graduate;Married;Less than $40K;Blue;3202;0;0
4600;42;F;Unknown;Married;Less than $40K;Blue;1531;987;0.645
4601;53;F;Unknown;Married;Less than $40K;Blue;1472;1196;0.812
4602;52;F;Post-Graduate;Married;Less than $40K;Blue;1760;0;0
4603;35;F;High School;Married;Less than $40K;Blue;1555;872;0.561
4604;57;F;High School;Married;Less than $40K;Blue;1609;0;0
4605;57;F;Uneducated;Married;Less than $40K;Blue;2129;1139;0.535
4606;50;F;Uneducated;Married;Less than $40K;Blue;2615;1404;0.537
4607;36;F;College;Married;Less than $40K;Blue;1707;0;0
4608;38;F;College;Married;Less than $40K;Blue;5523;2517;0.456
4609;59;F;Unknown;Married;Less than $40K;Blue;5218;1907;0.365
4610;42;F;Unknown;Married;Less than $40K;Blue;2812;2238;0.796
4611;40;F;High School;Married;Less than $40K;Blue;1968;1781;0.905
4612;33;F;High School;Married;Less than $40K;Blue;2831;1167;0.412
4613;38;F;Graduate;Married;Less than $40K;Blue;2153;1392;0.647
4614;46;F;Graduate;Married;Less than $40K;Blue;4416;1333;0.302
4615;50;F;Graduate;Married;Less than $40K;Blue;1438.3;491;0.341
4616;50;F;Uneducated;Married;Less than $40K;Blue;1596;1185;0.742
4617;50;F;High School;Married;Less than $40K;Silver;13384;0;0
4618;42;F;College;Married;Less than $40K;Blue;2873;2517;0.876
4619;49;F;Graduate;Married;Less than $40K;Blue;3002;1446;0.482
4620;60;F;College;Married;Less than $40K;Blue;1671;1047;0.627
4621;47;F;Uneducated;Married;Less than $40K;Blue;2291;1419;0.619
4622;44;F;Graduate;Married;Less than $40K;Blue;1438.3;0;0
4623;54;F;Graduate;Married;Less than $40K;Blue;2598;1343;0.517
4624;41;F;High School;Married;Less than $40K;Blue;4662;0;0
4625;42;F;Unknown;Married;Less than $40K;Blue;2676;1962;0.733
4626;47;F;College;Married;Less than $40K;Blue;2780;2216;0.797
4627;47;F;Graduate;Married;Less than $40K;Blue;2234;2024;0.906
4628;40;F;Doctorate;Married;Less than $40K;Blue;1728;0;0
4629;41;F;Graduate;Married;Less than $40K;Blue;1593;0;0
4630;45;F;Doctorate;Married;Less than $40K;Blue;2143;1479;0.69
4631;57;F;College;Married;Less than $40K;Blue;4945;1779;0.36
4632;45;F;Doctorate;Married;Less than $40K;Blue;1663;1012;0.609
4633;33;F;Graduate;Married;Less than $40K;Blue;1507;0;0
4634;46;F;High School;Married;Less than $40K;Blue;3073;2517;0.819
4635;41;F;College;Married;Less than $40K;Blue;1654;1093;0.661
4636;46;F;Doctorate;Married;Less than $40K;Blue;2644;1517;0.574
4637;35;F;Graduate;Married;Less than $40K;Blue;3019;1462;0.484
4638;41;F;Uneducated;Married;Less than $40K;Blue;2909;1201;0.413
4639;47;F;Unknown;Married;Less than $40K;Blue;1438.3;0;0
4640;41;F;Graduate;Married;Less than $40K;Blue;1655;0;0
4641;44;F;Unknown;Married;Less than $40K;Blue;2020;0;0
4642;39;F;High School;Married;Less than $40K;Blue;2024;0;0
4643;54;F;Graduate;Married;Less than $40K;Blue;1740;0;0
4644;50;F;Post-Graduate;Married;Less than $40K;Blue;3350;1335;0.399
4645;52;F;Graduate;Married;Less than $40K;Blue;1471;0;0
4646;42;F;Graduate;Married;Less than $40K;Blue;1438.3;0;0
4647;43;F;College;Married;Less than $40K;Blue;1484;0;0
4648;53;F;College;Married;Less than $40K;Blue;2160;2057;0.952
4649;49;F;Uneducated;Married;Less than $40K;Blue;1567;0;0
4650;54;F;Graduate;Married;Less than $40K;Blue;3034;2033;0.67
4651;43;F;Graduate;Married;Less than $40K;Blue;1620;0;0
4652;53;F;High School;Married;Less than $40K;Blue;3918;2517;0.642
4653;29;F;Graduate;Married;Less than $40K;Blue;1438.3;0;0
4654;48;F;Uneducated;Married;Less than $40K;Blue;4095;2517;0.615
4655;42;F;Graduate;Married;Less than $40K;Blue;1438.3;0;0
4656;41;F;Graduate;Married;Less than $40K;Blue;2890;2150;0.744
4657;35;F;Unknown;Married;Less than $40K;Blue;3009;2517;0.836
4658;45;F;Unknown;Married;Less than $40K;Blue;5087;2517;0.495
4659;42;F;High School;Married;Less than $40K;Blue;3124;0;0
4660;49;F;Unknown;Married;Less than $40K;Gold;15987;0;0
4661;27;F;College;Married;Less than $40K;Blue;1893;0;0
4662;48;F;Doctorate;Married;Less than $40K;Blue;2559;1514;0.592
4663;50;F;Uneducated;Married;Less than $40K;Blue;2473;1675;0.677
4664;49;F;Uneducated;Married;Less than $40K;Blue;1522;0;0
4665;52;F;High School;Married;Less than $40K;Blue;2253;1981;0.879
4666;38;F;College;Married;Less than $40K;Blue;3420;1405;0.411
4667;43;F;Graduate;Married;Less than $40K;Blue;1530;0;0
4668;36;F;Graduate;Married;Less than $40K;Blue;2328;1953;0.839
4669;44;F;Doctorate;Married;Less than $40K;Blue;3047;2139;0.702
4670;34;F;Unknown;Married;Less than $40K;Blue;5795;924;0.159
4671;50;F;Graduate;Married;Less than $40K;Blue;2999;1817;0.606
4672;51;F;Unknown;Married;Less than $40K;Blue;2268;651;0.287
4673;48;F;Uneducated;Married;Less than $40K;Blue;1843;1802;0.978
4674;53;F;High School;Married;Less than $40K;Blue;3472;2517;0.725
4675;48;F;Graduate;Married;Less than $40K;Silver;10973;1466;0.134
4676;42;F;Graduate;Married;Less than $40K;Blue;3422;0;0
4677;50;F;Graduate;Married;Less than $40K;Blue;2033;841;0.414
4678;56;F;High School;Married;Less than $40K;Blue;2041;1158;0.567
4679;56;F;College;Married;Less than $40K;Blue;2143;1194;0.557
4680;39;F;High School;Married;Less than $40K;Blue;2816;2517;0.894
4681;36;F;Graduate;Married;Less than $40K;Blue;1493;0;0
4682;51;F;Unknown;Married;Less than $40K;Blue;2350;1272;0.541
4683;50;F;High School;Married;Less than $40K;Blue;2690;1614;0.6
4684;54;F;High School;Married;Less than $40K;Blue;3173;1822;0.574
4685;43;F;Graduate;Married;Less than $40K;Blue;2890;1392;0.482
4686;49;F;Graduate;Married;Less than $40K;Blue;2174;785;0.361
4687;49;F;High School;Married;Less than $40K;Blue;2215;1347;0.608
4688;54;F;High School;Married;Less than $40K;Blue;2452;1012;0.413
4689;36;F;Uneducated;Married;Less than $40K;Blue;5070;0;0
4690;52;F;Graduate;Married;Less than $40K;Blue;2427;2362;0.973
4691;57;F;Graduate;Married;Less than $40K;Blue;1894;0;0
4692;48;F;High School;Married;Less than $40K;Blue;2097;1255;0.598
4693;34;F;Post-Graduate;Married;Less than $40K;Blue;1726;1398;0.81
4694;41;F;College;Married;Less than $40K;Blue;2066;1542;0.746
4695;43;F;High School;Married;Less than $40K;Blue;1484;0;0
4696;44;F;Uneducated;Married;Less than $40K;Blue;2275;1265;0.556
4697;51;F;Graduate;Married;Less than $40K;Blue;3683;1039;0.282
4698;33;F;Uneducated;Married;Less than $40K;Blue;1830;1777;0.971
4699;56;F;Graduate;Married;Less than $40K;Blue;1438.3;0;0
4700;47;F;Unknown;Married;Less than $40K;Blue;1778;822;0.462
4701;49;F;Graduate;Married;Less than $40K;Blue;1938;0;0
4702;41;F;High School;Married;Less than $40K;Blue;2601;1861;0.715
4703;52;F;Graduate;Married;Less than $40K;Blue;3698;0;0
4704;54;F;High School;Married;Less than $40K;Blue;5642;541;0.096
4705;60;F;Graduate;Married;Less than $40K;Blue;3239;2356;0.727
4706;52;F;Unknown;Married;Less than $40K;Blue;3040;2517;0.828
4707;54;F;College;Married;Less than $40K;Blue;2444;1313;0.537
4708;52;F;Graduate;Married;Less than $40K;Blue;3705;2168;0.585
4709;52;F;High School;Married;Less than $40K;Blue;2563;1765;0.689
4710;46;F;High School;Married;Less than $40K;Blue;1896;1738;0.917
4711;39;F;Unknown;Married;Less than $40K;Blue;2190;0;0
4712;55;F;Uneducated;Married;Less than $40K;Blue;2596;1929;0.743
4713;38;F;College;Married;Less than $40K;Blue;3297;1554;0.471
4714;30;F;Graduate;Married;Less than $40K;Blue;1621;1046;0.645
4715;49;F;Uneducated;Married;Less than $40K;Blue;2305;1173;0.509
4716;37;F;College;Married;Less than $40K;Blue;2939;1388;0.472
4717;47;F;Unknown;Married;Less than $40K;Blue;2154;1628;0.756
4718;50;F;Unknown;Married;Less than $40K;Blue;2407;1102;0.458
4719;48;F;Unknown;Married;Less than $40K;Blue;2089;1262;0.604
4720;50;F;Graduate;Married;Less than $40K;Blue;2897;0;0
4721;57;F;Graduate;Married;Less than $40K;Blue;1860;0;0
4722;47;F;Graduate;Married;Less than $40K;Blue;2124;1573;0.741
4723;41;F;Graduate;Married;Less than $40K;Blue;2178;1408;0.646
4724;49;F;College;Married;Less than $40K;Blue;2096;1276;0.609
