CLIENTNUM;Customer_Age;Gender;Education_Level;Marital_Status;Income_Category;Card_Category;Credit_Limit;Total_Revolving_Bal;Avg_Utilization_Ratio,;;;;;;;;;;
788996058;47;F;High School;Married;Less than $40K;Blue;2730;1970;0.722,;;;;;;;;;;
712575708;55;F;High School;Married;Less than $40K;Blue;1994;1175;0.589,;;;;;;;;;;
789625383;48;M;Uneducated;Married;$80K - $120K;Blue;9727;1626;0.167,;;;;;;;;;;
719730258;41;M;Uneducated;Divorced;$60K - $80K;Silver;33771;0;0,;;;;;;;;;;
793717608;39;M;Doctorate;Single;$60K - $80K;Blue;10452;1120;0.107,;;;;;;;;;;
709798908;45;F;Unknown;Single;Less than $40K;Blue;2858;0;0,;;;;;;;;;;
716077458;46;M;Uneducated;Married;$40K - $60K;Blue;4707;1121;0.238,;;;;;;;;;;
813435108;49;F;Graduate;Single;Less than $40K;Blue;3537;0;0,;;;;;;;;;;
708084558;46;M;Doctorate;Divorced;$80K - $120K;Blue;8258;1771;0.214,;;;;;;;;;;
719880408;46;F;Graduate;Married;Less than $40K;Blue;3072;1611;0.524,;;;;;;;;;;
719343633;48;M;High School;Unknown;Less than $40K;Blue;8892;889;0.1,;;;;;;;;;;
718711158;52;M;Graduate;Married;$120K +;Blue;3841;2517;0.655,;;;;;;;;;;
717443658;37;F;Graduate;Divorced;$40K - $60K;Blue;1920;0;0,;;;;;;;;;;
715976433;42;M;High School;Unknown;Less than $40K;Blue;7802;1885;0.242,;;;;;;;;;;
719038008;48;F;Graduate;Single;Less than $40K;Blue;1705;1192;0.699,;;;;;;;;;;
709143183;52;F;Doctorate;Married;$40K - $60K;Blue;1822;1605;0.881,;;;;;;;;;;
710186958;45;F;Unknown;Single;Unknown;Blue;9294;2000;0.215,;;;;;;;;;;
709274583;40;M;High School;Married;$120K +;Blue;12248;1323;0.108,;;;;;;;;;;
816864483;39;F;Uneducated;Single;$40K - $60K;Blue;10264;803;0.078,;;;;;;;;;;
708271833;42;M;Graduate;Single;$40K - $60K;Silver;15069;1843;0.122,;;;;;;;;;;
821759658;41;F;High School;Divorced;$40K - $60K;Blue;4650;204;0.044,;;;;;;;;;;
820920408;53;F;Graduate;Single;Less than $40K;Blue;3685;0;0,;;;;;;;;;;
718403358;49;F;High School;Divorced;$40K - $60K;Blue;7231;2517;0.348,;;;;;;;;;;
713476758;44;M;Unknown;Married;$60K - $80K;Blue;10007;1586;0.158,;;;;;;;;;;
720690933;52;M;Uneducated;Married;$60K - $80K;Blue;2641;1584;0.6,;;;;;;;;;;
719252583;29;F;High School;Single;Less than $40K;Blue;3095;1488;0.481,;;;;;;;;;;
712783083;48;F;High School;Married;Less than $40K;Blue;3607;0;0,;;;;;;;;;;
771204108;36;F;Uneducated;Single;Unknown;Blue;1954;1179;0.603,;;;;;;;;;;
817247658;45;M;High School;Unknown;$60K - $80K;Blue;21317;0;0,;;;;;;;;;;
821749608;41;M;Graduate;Single;$80K - $120K;Blue;19402;0;0,;;;;;;;;;;
714389883;45;M;Graduate;Single;$80K - $120K;Blue;8063;1485;0.184,;;;;;;;;;;
713648208;40;F;Graduate;Unknown;$40K - $60K;Blue;3097;2409;0.778,;;;;;;;;;;
826261008;48;F;Graduate;Unknown;Less than $40K;Blue;1438.3;0;0,;;;;;;;;;;
824163333;43;F;Uneducated;Single;Less than $40K;Blue;3161;2424;0.767,;;;;;;;;;;
709444983;38;F;Uneducated;Single;$40K - $60K;Blue;2435;2432;0.999,;;;;;;;;;;
711154908;59;F;Unknown;Single;Less than $40K;Blue;1845;1076;0.583,;;;;;;;;;;
769575783;49;F;College;Married;Less than $40K;Blue;1603;749;0.467,;;;;;;;;;;
720334833;39;F;College;Single;Less than $40K;Blue;4710;1869;0.397,;;;;;;;;;;
709563258;50;F;Uneducated;Single;Unknown;Blue;2751;2253;0.819,;;;;;;;;;;
708205083;38;F;High School;Married;Less than $40K;Blue;1438.3;0;0,;;;;;;;;;;
715276683;52;M;High School;Married;$60K - $80K;Blue;24287;1676;0.069,;;;;;;;;;;
721254858;42;F;Graduate;Married;Less than $40K;Blue;1694;1074;0.634,;;;;;;;;;;
712257258;50;F;High School;Single;Less than $40K;Blue;1457;0;0,;;;;;;;;;;
789616158;33;M;Unknown;Divorced;Unknown;Blue;25045;0;0,;;;;;;;;;;
708773583;52;F;Graduate;Unknown;$40K - $60K;Blue;10859;1710;0.157,;;;;;;;;;;
711110733;45;M;High School;Married;$40K - $60K;Silver;16928;1519;0.09,;;;;;;;;;;
714043008;37;M;High School;Single;$40K - $60K;Blue;4297;0;0,;;;;;;;;;;
780602733;42;M;Uneducated;Single;$60K - $80K;Blue;8302;1294;0.156,;;;;;;;;;;
823557333;43;F;Uneducated;Unknown;Less than $40K;Blue;2734;2517;0.921,;;;;;;;;;;
772825308;40;M;Graduate;Divorced;$80K - $120K;Blue;27374;1509;0.055,;;;;;;;;;;
713251008;43;F;Uneducated;Married;Unknown;Blue;2960;1853;0.626,;;;;;;;;;;
711175083;54;M;Doctorate;Single;$60K - $80K;Blue;9110;0;0,;;;;;;;;;;
756477333;42;F;Uneducated;Married;Less than $40K;Blue;1539;0;0,;;;;;;;;;;
712294983;39;F;Graduate;Married;$40K - $60K;Blue;1947;1160;0.596,;;;;;;;;;;
717023508;45;F;Unknown;Unknown;$40K - $60K;Blue;2667;1551;0.582,;;;;;;;;;;
709869708;54;F;College;Single;Less than $40K;Blue;3062;2039;0.666,;;;;;;;;;;
772133808;47;F;Post-Graduate;Single;$40K - $60K;Blue;3114;1059;0.34,;;;;;;;;;;
768196008;54;M;Uneducated;Single;$60K - $80K;Blue;14948;2158;0.144,;;;;;;;;;;
708916083;49;F;Doctorate;Unknown;Less than $40K;Blue;1749;0;0,;;;;;;;;;;
789526458;44;M;Unknown;Married;$40K - $60K;Blue;2534;1706;0.673,;;;;;;;;;;
716079708;46;F;College;Single;Less than $40K;Blue;2503;2373;0.948,;;;;;;;;;;
720087708;38;F;High School;Married;Less than $40K;Blue;1854;0;0,;;;;;;;;;;
714259533;43;F;Graduate;Married;Less than $40K;Blue;4092;622;0.152,;;;;;;;;;;
714691683;62;M;Graduate;Single;$60K - $80K;Blue;13284;607;0.046,;;;;;;;;;;
768420558;59;F;Graduate;Single;Less than $40K;Blue;4830;1469;0.304,;;;;;;;;;;
778364583;45;F;Graduate;Married;Less than $40K;Blue;5911;916;0.155,;;;;;;;;;;
719186433;53;F;College;Single;Unknown;Blue;11012;1328;0.121,;;;;;;;;;;
719951208;43;M;Graduate;Single;$60K - $80K;Blue;19188;0;0,;;;;;;;;;;
720182658;44;F;Uneducated;Single;Unknown;Blue;18056;940;0.052,;;;;;;;;;;
789022233;50;F;Uneducated;Single;Less than $40K;Blue;1438.3;754;0.524,;;;;;;;;;;
778353183;31;F;High School;Married;Less than $40K;Blue;3201;984;0.307,;;;;;;;;;;
713789883;50;F;High School;Married;$40K - $60K;Blue;1479;1004;0.679,;;;;;;;;;;
773018583;38;F;Graduate;Married;Less than $40K;Blue;3144;2216;0.705,;;;;;;;;;;
771354633;58;M;College;Single;$80K - $120K;Blue;1854;1480;0.798,;;;;;;;;;;
717308433;49;M;Uneducated;Unknown;$60K - $80K;Blue;1960;0;0,;;;;;;;;;;
712271958;37;M;Uneducated;Unknown;$80K - $120K;Blue;9782;1793;0.183,;;;;;;;;;;
716736858;47;F;Graduate;Married;Less than $40K;Blue;3144;0;0,;;;;;;;;;;
713796033;47;M;Graduate;Married;$40K - $60K;Blue;4738;0;0,;;;;;;;;;;
710812533;46;F;High School;Single;Unknown;Silver;34516;154;0.004,;;;;;;;;;;
782555058;35;F;Unknown;Married;Less than $40K;Blue;1438.3;856;0.595,;;;;;;;;;;
714864333;43;M;College;Divorced;$120K +;Blue;34516;0;0,;;;;;;;;;;
787918158;32;F;Uneducated;Married;Less than $40K;Blue;2156;1114;0.517,;;;;;;;;;;
779070033;63;F;College;Single;Less than $40K;Blue;1938;0;0,;;;;;;;;;;
789945933;61;F;Graduate;Single;Less than $40K;Blue;1438.3;0;0,;;;;;;;;;;
720810783;54;F;Graduate;Married;Unknown;Blue;3781;1692;0.448,;;;;;;;;;;
715627833;48;M;High School;Married;$60K - $80K;Gold;34516;1948;0.056,;;;;;;;;;;
809538783;49;M;High School;Single;$120K +;Blue;1438.3;1058;0.736,;;;;;;;;;;
715987758;49;M;Graduate;Single;$80K - $120K;Blue;3261;0;0,;;;;;;;;;;
711967158;35;F;Graduate;Single;Less than $40K;Blue;2211;1370;0.62,;;;;;;;;;;
712325433;39;F;Unknown;Single;Unknown;Blue;1493;792;0.53,;;;;;;;;;;
716470683;48;F;Post-Graduate;Married;Unknown;Blue;20631;2048;0.099,;;;;;;;;;;
713289183;53;F;Doctorate;Married;Less than $40K;Blue;2255;1647;0.73,;;;;;;;;;;
711549408;51;M;Uneducated;Married;$80K - $120K;Blue;1507;961;0.638,;;;;;;;;;;
709523508;65;F;Uneducated;Unknown;Less than $40K;Silver;11097;0;0,;;;;;;;;;;
717578358;49;F;Graduate;Married;Unknown;Blue;8162;1704;0.209,;;;;;;;;;;
711673983;44;M;Unknown;Single;$60K - $80K;Blue;18721;1568;0.084,;;;;;;;;;;
713388108;62;F;High School;Unknown;Less than $40K;Blue;5210;0;0,;;;;;;;;;;
715679733;43;F;Uneducated;Single;Less than $40K;Blue;1736;1513;0.872,;;;;;;;;;;
779694183;51;M;College;Married;$80K - $120K;Blue;1864;1427;0.766,;;;;;;;;;;
788544108;43;F;High School;Single;Less than $40K;Blue;6611;1041;0.157,;;;;;;;;;;
715583283;34;F;Graduate;Married;Unknown;Blue;7942;2087;0.263,;;;;;;;;;;
719917233;49;M;Post-Graduate;Married;$80K - $120K;Blue;13382;1159;0.087,;;;;;;;;;;
717103758;63;M;Graduate;Single;Unknown;Blue;18550;0;0,;;;;;;;;;;
714621183;39;F;Graduate;Single;Less than $40K;Blue;2650;1646;0.621,;;;;;;;;;;
721365033;37;M;Uneducated;Single;$40K - $60K;Blue;1696;0;0,;;;;;;;;;;
712999008;40;F;Graduate;Single;Less than $40K;Blue;2628;1771;0.674,;;;;;;;;;;
780790008;46;F;Unknown;Married;$40K - $60K;Blue;1457;563;0.386,;;;;;;;;;;
779499933;46;M;Uneducated;Unknown;$80K - $120K;Blue;34516;1259;0.036,;;;;;;;;;;
717200508;40;F;Uneducated;Single;Unknown;Blue;3056;2038;0.667,;;;;;;;;;;
716995083;52;M;High School;Single;$80K - $120K;Blue;2650;1049;0.396,;;;;;;;;;;
718137183;58;F;College;Married;Less than $40K;Blue;3331;2251;0.676,;;;;;;;;;;
787507833;49;F;Uneducated;Unknown;Less than $40K;Blue;3343;1820;0.544,;;;;;;;;;;
810974958;51;M;High School;Married;$60K - $80K;Blue;4123;1760;0.427,;;;;;;;;;;
717967833;55;F;Unknown;Married;Less than $40K;Blue;2677;1555;0.581,;;;;;;;;;;
712267983;57;F;Graduate;Single;Less than $40K;Blue;3023;2517;0.833,;;;;;;;;;;
717376758;56;F;High School;Married;Less than $40K;Blue;2238;1324;0.592,;;;;;;;;;;
718250883;59;F;High School;Married;Unknown;Blue;3875;1397;0.361,;;;;;;;;;;
717491058;42;M;Post-Graduate;Single;$60K - $80K;Blue;20803;1747;0.084,;;;;;;;;;;
802243458;48;M;Doctorate;Single;$40K - $60K;Blue;2760;0;0,;;;;;;;;;;
714485508;45;M;Doctorate;Single;$80K - $120K;Blue;9086;1254;0.138,;;;;;;;;;;
711377808;47;M;Graduate;Unknown;$60K - $80K;Blue;21142;0;0,;;;;;;;;;;
718565733;62;M;Unknown;Single;Less than $40K;Blue;3653;1769;0.484,;;;;;;;;;;
712723608;44;F;Uneducated;Unknown;Less than $40K;Blue;1713;0;0,;;;;;;;;;;
789948408;55;M;Graduate;Single;$80K - $120K;Blue;34516;1718;0.05,;;;;;;;;;;
734909358;43;M;Graduate;Single;$80K - $120K;Blue;6548;1244;0.19,;;;;;;;;;;
719267283;35;F;Doctorate;Married;$40K - $60K;Blue;1953;1554;0.796,;;;;;;;;;;
780684933;49;M;High School;Unknown;$40K - $60K;Blue;3051;1783;0.584,;;;;;;;;;;
720330558;44;M;Graduate;Married;$80K - $120K;Blue;25256;966;0.038,;;;;;;;;;;
720784833;48;F;Graduate;Single;Unknown;Blue;1630;1243;0.763,;;;;;;;;;;
789059958;42;M;High School;Married;$120K +;Gold;34516;1045;0.03,;;;;;;;;;;
797138883;43;M;Unknown;Married;$40K - $60K;Blue;10800;1491;0.138,;;;;;;;;;;
721448283;39;F;Graduate;Single;Less than $40K;Blue;1876;1536;0.819,;;;;;;;;;;
710552733;42;M;Unknown;Married;$60K - $80K;Blue;4963;0;0,;;;;;;;;;;
742778358;44;M;Graduate;Single;$60K - $80K;Blue;16739;1229;0.073,;;;;;;;;;;
713933658;56;F;Graduate;Single;Less than $40K;Blue;2463;1621;0.658,;;;;;;;;;;
788142483;46;M;College;Single;$80K - $120K;Silver;34516;1278;0.037,;;;;;;;;;;
789705408;50;M;College;Married;$60K - $80K;Blue;4743;1687;0.356,;;;;;;;;;;
780378633;43;M;College;Unknown;$60K - $80K;Blue;9382;1455;0.155,;;;;;;;;;;
817422408;45;F;Uneducated;Single;Less than $40K;Blue;2059;1118;0.543,;;;;;;;;;;
781297983;58;M;Unknown;Divorced;$60K - $80K;Blue;20410;1196;0.059,;;;;;;;;;;
710671608;39;F;Graduate;Divorced;Less than $40K;Blue;6798;918;0.135,;;;;;;;;;;
719967708;44;F;Unknown;Single;Less than $40K;Blue;6472;2128;0.329,;;;;;;;;;;
711879633;45;M;High School;Single;Less than $40K;Blue;2766;1985;0.718,;;;;;;;;;;
716444733;55;F;Graduate;Married;Less than $40K;Blue;1438.3;0;0,;;;;;;;;;;
718460958;49;F;College;Married;Less than $40K;Blue;3283;1856;0.565,;;;;;;;;;;
789953733;46;F;Graduate;Married;Less than $40K;Blue;2470;1961;0.794,;;;;;;;;;;
770278833;43;M;Unknown;Married;$120K +;Blue;20695;1250;0.06,;;;;;;;;;;
787291308;42;F;Graduate;Married;Less than $40K;Blue;4228;1709;0.404,;;;;;;;;;;
710644158;45;M;Graduate;Unknown;$80K - $120K;Blue;31743;1332;0.042,;;;;;;;;;;
717095733;48;F;Unknown;Unknown;Less than $40K;Blue;3212;2517;0.784,;;;;;;;;;;
813338733;47;F;Unknown;Single;Unknown;Blue;5884;1382;0.235,;;;;;;;;;;
787536933;44;F;Unknown;Single;Less than $40K;Blue;1724;0;0,;;;;;;;;;;
714384783;59;F;Graduate;Married;Less than $40K;Blue;2468;0;0,;;;;;;;;;;
713847858;49;F;Graduate;Divorced;Less than $40K;Blue;1438.3;0;0,;;;;;;;;;;
809809008;47;F;Graduate;Married;Less than $40K;Blue;3111;1541;0.495,;;;;;;;;;;
719446833;58;F;High School;Married;Less than $40K;Blue;2799;1532;0.547,;;;;;;;;;;
720570333;48;F;College;Married;Less than $40K;Blue;1912;1163;0.608,;;;;;;;;;;
815308683;46;M;College;Married;$80K - $120K;Blue;18927;887;0.047,;;;;;;;;;;
810875958;51;F;Graduate;Married;Less than $40K;Blue;2016;395;0.196,;;;;;;;;;;
717775608;51;M;Post-Graduate;Unknown;$80K - $120K;Blue;4830;1970;0.408,;;;;;;;;;;
718766058;56;M;Graduate;Single;$80K - $120K;Blue;1438.3;0;0,;;;;;;;;;;
710656683;50;F;High School;Single;Less than $40K;Blue;1986;1614;0.813,;;;;;;;;;;
768390708;47;M;Unknown;Single;$80K - $120K;Blue;2877;1136;0.395,;;;;;;;;;;
713263758;53;F;College;Single;Less than $40K;Blue;2312;1997;0.864,;;;;;;;;;;
754564308;46;F;Graduate;Married;$40K - $60K;Blue;2644;2126;0.804,;;;;;;;;;;
827890758;39;F;Uneducated;Single;Less than $40K;Blue;2062;1302;0.631,;;;;;;;;;;
779945508;50;F;Graduate;Married;Less than $40K;Blue;3510;1881;0.536,;;;;;;;;;;
720807183;55;M;Graduate;Single;$80K - $120K;Blue;15026;916;0.061,;;;;;;;;;;
709309308;50;M;College;Unknown;$80K - $120K;Blue;27186;0;0,;;;;;;;;;;
715844733;45;M;High School;Married;$60K - $80K;Blue;2174;877;0.403,;;;;;;;;;;
712332183;42;M;College;Single;$80K - $120K;Blue;29535;895;0.03,;;;;;;;;;;
790123983;50;F;High School;Single;Less than $40K;Blue;2974;2090;0.703,;;;;;;;;;;
711721458;50;F;Graduate;Unknown;Less than $40K;Blue;1438.3;0;0,;;;;;;;;;;
716860233;51;F;Uneducated;Married;Less than $40K;Blue;8148;701;0.086,;;;;;;;;;;
714678408;48;F;Post-Graduate;Married;Less than $40K;Blue;2646;1983;0.749,;;;;;;;;;;
708798483;37;F;Unknown;Single;Unknown;Blue;2054;0;0,;;;;;;;;;;
708501783;43;M;High School;Married;$120K +;Blue;34516;1477;0.043,;;;;;;;;;;
713645883;37;F;High School;Single;Less than $40K;Blue;1879;1486;0.791,;;;;;;;;;;
718622658;45;M;High School;Single;$80K - $120K;Blue;15913;1696;0.107,;;;;;;;;;;
710641008;44;F;High School;Single;Less than $40K;Blue;8685;0;0,;;;;;;;;;;
718547358;60;F;Uneducated;Unknown;$40K - $60K;Blue;2676;1740;0.65,;;;;;;;;;;
716177583;58;F;Post-Graduate;Single;Less than $40K;Blue;1438.3;0;0,;;;;;;;;;;
713417433;42;M;Graduate;Single;$40K - $60K;Blue;1711;0;0,;;;;;;;;;;
713043183;61;M;High School;Single;$40K - $60K;Blue;2572;1969;0.766,;;;;;;;;;;
719328858;56;M;High School;Married;$60K - $80K;Blue;4535;0;0,;;;;;;;;;;
718501983;44;M;Graduate;Married;$60K - $80K;Blue;5950;1117;0.188,;;;;;;;;;;
803800533;39;M;Unknown;Single;$40K - $60K;Blue;2088;975;0.467,;;;;;;;;;;
771790083;43;F;Unknown;Married;Less than $40K;Silver;10466;2080;0.199,;;;;;;;;;;
712817808;39;M;Graduate;Married;$60K - $80K;Blue;4761;1561;0.328,;;;;;;;;;;
811697958;50;F;Unknown;Married;Less than $40K;Blue;1488;755;0.507,;;;;;;;;;;
817089408;44;M;College;Married;$60K - $80K;Blue;19114;1754;0.092,;;;;;;;;;;
803406558;30;F;Uneducated;Single;Unknown;Blue;7536;1272;0.169,;;;;;;;;;;
717297708;47;F;Graduate;Single;Unknown;Blue;2441;1672;0.685,;;;;;;;;;;
808756458;47;M;Graduate;Married;$80K - $120K;Blue;13189;1205;0.091,;;;;;;;;;;
718352358;49;F;Post-Graduate;Married;Less than $40K;Blue;1914;0;0,;;;;;;;;;;
780638958;42;F;Graduate;Divorced;$40K - $60K;Blue;2468;1850;0.75,;;;;;;;;;;
721026033;57;F;Unknown;Single;Less than $40K;Blue;2564;1258;0.491,;;;;;;;;;;
719894433;43;F;Unknown;Married;Less than $40K;Blue;1679;951;0.566,;;;;;;;;;;
812493033;44;F;High School;Single;$40K - $60K;Blue;3410;1110;0.326,;;;;;;;;;;
718256658;45;F;Uneducated;Married;Less than $40K;Blue;2728;0;0,;;;;;;;;;;
711421233;51;M;High School;Single;$60K - $80K;Blue;7119;1513;0.213,;;;;;;;;;;
710335983;57;F;High School;Divorced;Less than $40K;Blue;3532;869;0.246,;;;;;;;;;;
720108783;60;F;Uneducated;Single;Unknown;Blue;7459;1717;0.23,;;;;;;;;;;
818259558;64;F;Graduate;Single;Less than $40K;Blue;2294;1582;0.69,;;;;;;;;;;
708511983;37;M;Graduate;Married;$80K - $120K;Blue;1663;0;0,;;;;;;;;;;
708838908;49;F;Unknown;Single;$40K - $60K;Blue;5129;1654;0.322,;;;;;;;;;;
778720533;53;F;Graduate;Married;Less than $40K;Blue;1722;0;0,;;;;;;;;;;
793015083;46;F;Graduate;Married;Unknown;Blue;2586;1270;0.491,;;;;;;;;;;
821336133;50;F;High School;Single;Less than $40K;Blue;8708;996;0.114,;;;;;;;;;;
713905608;56;F;Unknown;Single;Less than $40K;Blue;8869;0;0,;;;;;;;;;;
779164608;45;F;Graduate;Married;Less than $40K;Blue;2641;1336;0.506,;;;;;;;;;;
714835833;43;M;High School;Divorced;$80K - $120K;Blue;34516;1048;0.03,;;;;;;;;;;
823863033;52;M;Unknown;Married;$80K - $120K;Silver;34516;1473;0.043,;;;;;;;;;;
713321508;47;F;Unknown;Single;Less than $40K;Blue;1965;1175;0.598,;;;;;;;;;;
708992733;50;F;High School;Married;Less than $40K;Blue;1513;0;0,;;;;;;;;;;
709488108;42;M;College;Single;$40K - $60K;Blue;10543;0;0,;;;;;;;;;;
716094333;49;M;Graduate;Single;$80K - $120K;Blue;17764;1459;0.082,;;;;;;;;;;
778567983;50;F;Graduate;Single;$40K - $60K;Blue;1438.3;0;0,;;;;;;;;;;
712178883;49;F;College;Single;$40K - $60K;Blue;6371;1946;0.305,;;;;;;;;;;
717490008;43;M;Graduate;Divorced;$80K - $120K;Blue;19188;1622;0.085,;;;;;;;;;;
718282983;60;M;College;Unknown;Less than $40K;Blue;3076;2257;0.734,;;;;;;;;;;
747208083;49;M;Graduate;Single;$40K - $60K;Blue;2822;1501;0.532,;;;;;;;;;;
820276908;42;F;College;Married;$40K - $60K;Blue;4139;0;0,;;;;;;;;;;
719960133;42;M;College;Single;$80K - $120K;Silver;34516;904;0.026,;;;;;;;;;;
711062958;43;M;Graduate;Single;$120K +;Blue;4121;2084;0.506,;;;;;;;;;;
714917583;42;F;Doctorate;Unknown;Less than $40K;Silver;10074;1079;0.107,;;;;;;;;;;
767256933;43;M;Uneducated;Married;$60K - $80K;Blue;2621;598;0.228,;;;;;;;;;;
712568358;47;M;High School;Married;$60K - $80K;Blue;3394;0;0,;;;;;;;;;;
789182358;56;M;Uneducated;Single;$80K - $120K;Blue;17628;1414;0.08,;;;;;;;;;;
716989683;56;M;Doctorate;Single;$80K - $120K;Blue;4480;2465;0.55,;;;;;;;;;;
827968383;43;F;High School;Unknown;Less than $40K;Blue;3370;2284;0.678,;;;;;;;;;;
819647358;38;M;Unknown;Single;$60K - $80K;Blue;12871;0;0,;;;;;;;;;;
788966958;47;F;Graduate;Married;Unknown;Blue;3112;2023;0.65,;;;;;;;;;;
789502308;57;F;Unknown;Single;Less than $40K;Blue;1551;790;0.509,;;;;;;;;;;
756458508;44;M;Graduate;Single;$60K - $80K;Blue;1682;930;0.553,;;;;;;;;;;
714643983;42;F;High School;Married;Less than $40K;Blue;2758;2017;0.731,;;;;;;;;;;
711606558;49;F;High School;Married;Less than $40K;Blue;1909;866;0.454,;;;;;;;;;;
824155458;48;M;High School;Married;$80K - $120K;Blue;11332;1647;0.145,;;;;;;;;;;
710445183;44;M;Doctorate;Single;$120K +;Blue;7567;2496;0.33,;;;;;;;;;;
802834158;42;M;Unknown;Married;$60K - $80K;Blue;6743;1737;0.258,;;;;;;;;;;
712038258;48;M;Unknown;Single;$80K - $120K;Blue;32838;1717;0.052,;;;;;;;;;;
712864683;42;F;Doctorate;Single;Less than $40K;Blue;1438.3;0;0,;;;;;;;;;;
813971283;43;M;Unknown;Married;$80K - $120K;Blue;2510;1508;0.601,;;;;;;;;;;
764211033;50;F;Uneducated;Unknown;Less than $40K;Blue;3199;2517;0.787,;;;;;;;;;;
721424583;35;F;High School;Married;Less than $40K;Blue;1918;900;0.469,;;;;;;;;;;
713886333;47;M;High School;Married;$60K - $80K;Blue;18660;728;0.039,;;;;;;;;;;
711741708;41;M;Post-Graduate;Unknown;$80K - $120K;Blue;7591;0;0,;;;;;;;;;;
794217108;43;M;College;Single;$120K +;Blue;14315;1348;0.094,;;;;;;;;;;
715339758;64;F;High School;Divorced;Unknown;Blue;18038;1184;0.066,;;;;;;;;;;
709610283;42;F;Graduate;Single;Less than $40K;Blue;1853;0;0,;;;;;;;;;;
714575208;49;M;Doctorate;Single;$40K - $60K;Blue;4951;2002;0.404,;;;;;;;;;;
716758908;46;M;Uneducated;Single;$120K +;Blue;34516;2213;0.064,;;;;;;;;;;
778915233;51;F;Graduate;Married;Less than $40K;Blue;1757;331;0.188,;;;;;;;;;;
789466008;47;M;Graduate;Married;$60K - $80K;Blue;24033;612;0.025,;;;;;;;;;;
716635758;38;F;Unknown;Single;$40K - $60K;Blue;3276;2331;0.712,;;;;;;;;;;
771819258;52;M;Unknown;Married;$120K +;Blue;3614;0;0,;;;;;;;;;;
713451408;47;M;High School;Divorced;$60K - $80K;Blue;1943;1654;0.851,;;;;;;;;;;
780146658;40;F;Post-Graduate;Married;$40K - $60K;Blue;3795;2517;0.663,;;;;;;;;;;
711675108;43;F;Graduate;Single;Less than $40K;Blue;4075;2189;0.537,;;;;;;;;;;
755467683;48;F;Graduate;Single;Less than $40K;Blue;3001;482;0.161,;;;;;;;;;;
792864858;47;M;Unknown;Unknown;Less than $40K;Blue;5726;834;0.146,;;;;;;;;;;
713009208;54;F;Graduate;Single;Less than $40K;Blue;2077;1634;0.787,;;;;;;;;;;
772231233;41;F;Graduate;Married;Less than $40K;Blue;2157;721;0.334,;;;;;;;;;;
720510333;40;F;College;Unknown;$40K - $60K;Blue;2037;1349;0.662,;;;;;;;;;;
780199233;33;M;Doctorate;Single;$120K +;Blue;14914;1102;0.074,;;;;;;;;;;
711700158;47;F;High School;Single;Less than $40K;Blue;1580;620;0.392,;;;;;;;;;;
788275083;46;M;College;Married;$60K - $80K;Blue;15483;1719;0.111,;;;;;;;;;;
708804633;44;F;Doctorate;Divorced;Less than $40K;Blue;1916;0;0,;;;;;;;;;;
714479358;51;M;Graduate;Single;$80K - $120K;Blue;3610;1554;0.43,;;;;;;;;;;
711406758;48;F;Graduate;Married;Less than $40K;Blue;1667;0;0,;;;;;;;;;;
821424483;51;F;High School;Single;Less than $40K;Blue;1438.3;0;0,;;;;;;;;;;
769438608;48;F;Graduate;Married;Less than $40K;Blue;1942;860;0.443,;;;;;;;;;;
822068583;48;F;Uneducated;Single;Unknown;Blue;2231;0;0,;;;;;;;;;;
711371208;50;F;College;Married;Unknown;Blue;6465;1863;0.288,;;;;;;;;;;
788832033;35;M;High School;Unknown;$40K - $60K;Blue;8599;938;0.109,;;;;;;;;;;
713452533;35;F;Graduate;Single;Less than $40K;Blue;1438.3;0;0,;;;;;;;;;;
720212508;51;F;Graduate;Single;Less than $40K;Blue;4402;697;0.158,;;;;;;;;;;
717825033;50;M;Unknown;Divorced;$60K - $80K;Blue;5444;2499;0.459,;;;;;;;;;;
779926608;50;F;High School;Married;Less than $40K;Blue;1438.3;0;0,;;;;;;;;;;
713608383;54;F;Unknown;Married;Less than $40K;Blue;1438.3;0;0,;;;;;;;;;;
710125608;45;F;Unknown;Single;Less than $40K;Blue;2679;1558;0.582,;;;;;;;;;;
712724733;31;F;Post-Graduate;Single;Less than $40K;Blue;2766;1731;0.626,;;;;;;;;;;
718286658;42;M;Graduate;Single;$60K - $80K;Silver;25293;1140;0.045,;;;;;;;;;;
714195108;45;F;Post-Graduate;Single;Unknown;Blue;2707;1796;0.663,;;;;;;;;;;
720867708;45;F;Graduate;Unknown;Less than $40K;Blue;1748;1103;0.631,;;;;;;;;;;
752573508;45;F;High School;Single;$40K - $60K;Blue;4034;1867;0.463,;;;;;;;;;;
768661758;53;M;Uneducated;Divorced;$120K +;Blue;26129;1752;0.067,;;;;;;;;;;
721126833;51;M;High School;Married;$80K - $120K;Blue;14902;0;0,;;;;;;;;;;
716093133;38;F;Uneducated;Single;$40K - $60K;Blue;12228;2137;0.175,;;;;;;;;;;
771092433;55;F;Graduate;Single;Less than $40K;Blue;1724;0;0,;;;;;;;;;;
712807758;47;F;Graduate;Single;Less than $40K;Blue;1438.3;0;0,;;;;;;;;;;
721514883;38;M;Graduate;Single;$80K - $120K;Blue;16665;1147;0.069,;;;;;;;;;;
824140908;52;M;Uneducated;Single;$120K +;Blue;20974;0;0,;;;;;;;;;;
